"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2005"	"2005"	"Nov., 2005"	"2005/11"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2009"	"2009"	"Dec., 2009"	"2009/12"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2011"	"2011"	"Jan., 2011"	"2011/01"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2013"	"2013"	"Jun., 2013"	"2013/06"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2013"	"2013"	"Jul., 2013"	"2013/07"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2013"	"2013"	"Sep., 2013"	"2013/09"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2013"	"2013"	"Nov., 2013"	"2013/11"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2014"	"2014"	"Apr., 2014"	"2014/04"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2014"	"2014"	"Jul., 2014"	"2014/07"	14	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2014"	"2014"	"Oct., 2014"	"2014/10"	16	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2014"	"2014"	"Dec., 2014"	"2014/12"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2015"	"2015"	"Jan., 2015"	"2015/01"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2015"	"2015"	"Jun., 2015"	"2015/06"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2015"	"2015"	"Sep., 2015"	"2015/09"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2015"	"2015"	"Oct., 2015"	"2015/10"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2015"	"2015"	"Nov., 2015"	"2015/11"	17	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2015"	"2015"	"Dec., 2015"	"2015/12"	14	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2016"	"2016"	"Jan., 2016"	"2016/01"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2016"	"2016"	"Feb., 2016"	"2016/02"	16	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2016"	"2016"	"Mar., 2016"	"2016/03"	20	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2016"	"2016"	"Apr., 2016"	"2016/04"	21	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2016"	"2016"	"May, 2016"	"2016/05"	15	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2016"	"2016"	"Jun., 2016"	"2016/06"	17	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2016"	"2016"	"Jul., 2016"	"2016/07"	16	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2016"	"2016"	"Aug., 2016"	"2016/08"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2016"	"2016"	"Sep., 2016"	"2016/09"	22	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2016"	"2016"	"Oct., 2016"	"2016/10"	15	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2016"	"2016"	"Nov., 2016"	"2016/11"	17	Not Applicable	Not Applicable
	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"2016"	"2016"	"Dec., 2016"	"2016/12"	20	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"1999"	"1999"	"Mar., 1999"	"1999/03"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"1999"	"1999"	"Dec., 1999"	"1999/12"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2000"	"2000"	"Dec., 2000"	"2000/12"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2001"	"2001"	"Jan., 2001"	"2001/01"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2001"	"2001"	"Mar., 2001"	"2001/03"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2001"	"2001"	"Apr., 2001"	"2001/04"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2001"	"2001"	"Jul., 2001"	"2001/07"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2001"	"2001"	"Aug., 2001"	"2001/08"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2001"	"2001"	"Nov., 2001"	"2001/11"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2001"	"2001"	"Dec., 2001"	"2001/12"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2002"	"2002"	"Jan., 2002"	"2002/01"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2002"	"2002"	"Feb., 2002"	"2002/02"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2002"	"2002"	"Mar., 2002"	"2002/03"	16	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2002"	"2002"	"Apr., 2002"	"2002/04"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2002"	"2002"	"Jun., 2002"	"2002/06"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2002"	"2002"	"Sep., 2002"	"2002/09"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2002"	"2002"	"Oct., 2002"	"2002/10"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2002"	"2002"	"Dec., 2002"	"2002/12"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2003"	"2003"	"Jan., 2003"	"2003/01"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2003"	"2003"	"Feb., 2003"	"2003/02"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2003"	"2003"	"Apr., 2003"	"2003/04"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2003"	"2003"	"May, 2003"	"2003/05"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2003"	"2003"	"Jun., 2003"	"2003/06"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2003"	"2003"	"Jul., 2003"	"2003/07"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2003"	"2003"	"Oct., 2003"	"2003/10"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2003"	"2003"	"Dec., 2003"	"2003/12"	14	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2004"	"2004"	"May, 2004"	"2004/05"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2004"	"2004"	"Sep., 2004"	"2004/09"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2005"	"2005"	"Jan., 2005"	"2005/01"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2005"	"2005"	"Feb., 2005"	"2005/02"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2005"	"2005"	"Mar., 2005"	"2005/03"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2005"	"2005"	"Aug., 2005"	"2005/08"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2005"	"2005"	"Oct., 2005"	"2005/10"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2006"	"2006"	"Jan., 2006"	"2006/01"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2006"	"2006"	"Jul., 2006"	"2006/07"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2006"	"2006"	"Aug., 2006"	"2006/08"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2006"	"2006"	"Sep., 2006"	"2006/09"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2006"	"2006"	"Oct., 2006"	"2006/10"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2006"	"2006"	"Dec., 2006"	"2006/12"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2007"	"2007"	"Mar., 2007"	"2007/03"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2007"	"2007"	"Jun., 2007"	"2007/06"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2007"	"2007"	"Jul., 2007"	"2007/07"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2007"	"2007"	"Aug., 2007"	"2007/08"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2007"	"2007"	"Sep., 2007"	"2007/09"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2007"	"2007"	"Oct., 2007"	"2007/10"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2007"	"2007"	"Dec., 2007"	"2007/12"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2008"	"2008"	"Mar., 2008"	"2008/03"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2008"	"2008"	"Jun., 2008"	"2008/06"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2008"	"2008"	"Aug., 2008"	"2008/08"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2008"	"2008"	"Oct., 2008"	"2008/10"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2008"	"2008"	"Dec., 2008"	"2008/12"	18	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2009"	"2009"	"May, 2009"	"2009/05"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2009"	"2009"	"Jun., 2009"	"2009/06"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2009"	"2009"	"Sep., 2009"	"2009/09"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2009"	"2009"	"Nov., 2009"	"2009/11"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2010"	"2010"	"Jan., 2010"	"2010/01"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2010"	"2010"	"Feb., 2010"	"2010/02"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2010"	"2010"	"Apr., 2010"	"2010/04"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2010"	"2010"	"Jun., 2010"	"2010/06"	16	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2010"	"2010"	"Sep., 2010"	"2010/09"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2010"	"2010"	"Nov., 2010"	"2010/11"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2010"	"2010"	"Dec., 2010"	"2010/12"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2011"	"2011"	"Jan., 2011"	"2011/01"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2011"	"2011"	"Mar., 2011"	"2011/03"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2011"	"2011"	"Apr., 2011"	"2011/04"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2011"	"2011"	"May, 2011"	"2011/05"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2012"	"2012"	"Feb., 2012"	"2012/02"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2012"	"2012"	"May, 2012"	"2012/05"	21	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2012"	"2012"	"Jun., 2012"	"2012/06"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2012"	"2012"	"Jul., 2012"	"2012/07"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2012"	"2012"	"Aug., 2012"	"2012/08"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2012"	"2012"	"Sep., 2012"	"2012/09"	14	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2012"	"2012"	"Dec., 2012"	"2012/12"	16	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2013"	"2013"	"Jan., 2013"	"2013/01"	15	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2013"	"2013"	"Mar., 2013"	"2013/03"	15	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2013"	"2013"	"Apr., 2013"	"2013/04"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2013"	"2013"	"May, 2013"	"2013/05"	15	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2013"	"2013"	"Jun., 2013"	"2013/06"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2013"	"2013"	"Oct., 2013"	"2013/10"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2013"	"2013"	"Dec., 2013"	"2013/12"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Jan., 2014"	"2014/01"	16	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Feb., 2014"	"2014/02"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Mar., 2014"	"2014/03"	15	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Apr., 2014"	"2014/04"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"May, 2014"	"2014/05"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Jun., 2014"	"2014/06"	16	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Jul., 2014"	"2014/07"	15	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Aug., 2014"	"2014/08"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Sep., 2014"	"2014/09"	16	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Oct., 2014"	"2014/10"	15	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Nov., 2014"	"2014/11"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2014"	"2014"	"Dec., 2014"	"2014/12"	15	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Jan., 2015"	"2015/01"	19	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Feb., 2015"	"2015/02"	14	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Mar., 2015"	"2015/03"	19	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Apr., 2015"	"2015/04"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"May, 2015"	"2015/05"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Jun., 2015"	"2015/06"	27	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Jul., 2015"	"2015/07"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Aug., 2015"	"2015/08"	17	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Sep., 2015"	"2015/09"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Oct., 2015"	"2015/10"	28	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Nov., 2015"	"2015/11"	17	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2015"	"2015"	"Dec., 2015"	"2015/12"	30	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2016"	"2016"	"Jan., 2016"	"2016/01"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2016"	"2016"	"Feb., 2016"	"2016/02"	25	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2016"	"2016"	"Mar., 2016"	"2016/03"	29	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2016"	"2016"	"Apr., 2016"	"2016/04"	31	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2016"	"2016"	"May, 2016"	"2016/05"	33	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2016"	"2016"	"Jun., 2016"	"2016/06"	53	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2016"	"2016"	"Jul., 2016"	"2016/07"	29	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2016"	"2016"	"Aug., 2016"	"2016/08"	23	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2016"	"2016"	"Sep., 2016"	"2016/09"	20	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2016"	"2016"	"Oct., 2016"	"2016/10"	32	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2016"	"2016"	"Nov., 2016"	"2016/11"	26	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"2016"	"2016"	"Dec., 2016"	"2016/12"	36	Not Applicable	Not Applicable
	"Maryland"	"24"	"Carroll County, MD"	"24013"	"2015"	"2015"	"Dec., 2015"	"2015/12"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Charles County, MD"	"24017"	"2016"	"2016"	"Aug., 2016"	"2016/08"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Frederick County, MD"	"24021"	"2016"	"2016"	"Jun., 2016"	"2016/06"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Frederick County, MD"	"24021"	"2016"	"2016"	"Jul., 2016"	"2016/07"	14	Not Applicable	Not Applicable
	"Maryland"	"24"	"Frederick County, MD"	"24021"	"2016"	"2016"	"Oct., 2016"	"2016/10"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Frederick County, MD"	"24021"	"2016"	"2016"	"Dec., 2016"	"2016/12"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Harford County, MD"	"24025"	"2016"	"2016"	"Jan., 2016"	"2016/01"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Harford County, MD"	"24025"	"2016"	"2016"	"May, 2016"	"2016/05"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Harford County, MD"	"24025"	"2016"	"2016"	"Dec., 2016"	"2016/12"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Montgomery County, MD"	"24031"	"2014"	"2014"	"Jun., 2014"	"2014/06"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Montgomery County, MD"	"24031"	"2015"	"2015"	"Jan., 2015"	"2015/01"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Montgomery County, MD"	"24031"	"2016"	"2016"	"Apr., 2016"	"2016/04"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Montgomery County, MD"	"24031"	"2016"	"2016"	"May, 2016"	"2016/05"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Montgomery County, MD"	"24031"	"2016"	"2016"	"Aug., 2016"	"2016/08"	14	Not Applicable	Not Applicable
	"Maryland"	"24"	"Montgomery County, MD"	"24031"	"2016"	"2016"	"Oct., 2016"	"2016/10"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Montgomery County, MD"	"24031"	"2016"	"2016"	"Dec., 2016"	"2016/12"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Prince George's County, MD"	"24033"	"2014"	"2014"	"Jul., 2014"	"2014/07"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Prince George's County, MD"	"24033"	"2016"	"2016"	"May, 2016"	"2016/05"	17	Not Applicable	Not Applicable
	"Maryland"	"24"	"Prince George's County, MD"	"24033"	"2016"	"2016"	"Jun., 2016"	"2016/06"	12	Not Applicable	Not Applicable
	"Maryland"	"24"	"Prince George's County, MD"	"24033"	"2016"	"2016"	"Aug., 2016"	"2016/08"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Prince George's County, MD"	"24033"	"2016"	"2016"	"Sep., 2016"	"2016/09"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Prince George's County, MD"	"24033"	"2016"	"2016"	"Nov., 2016"	"2016/11"	11	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"1999"	"1999"	"Jan., 1999"	"1999/01"	14	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"1999"	"1999"	"Feb., 1999"	"1999/02"	29	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"1999"	"1999"	"Mar., 1999"	"1999/03"	18	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"1999"	"1999"	"Apr., 1999"	"1999/04"	31	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"1999"	"1999"	"May, 1999"	"1999/05"	28	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"1999"	"1999"	"Jun., 1999"	"1999/06"	26	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"1999"	"1999"	"Jul., 1999"	"1999/07"	23	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"1999"	"1999"	"Aug., 1999"	"1999/08"	32	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"1999"	"1999"	"Sep., 1999"	"1999/09"	24	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"1999"	"1999"	"Oct., 1999"	"1999/10"	24	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"1999"	"1999"	"Nov., 1999"	"1999/11"	20	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"1999"	"1999"	"Dec., 1999"	"1999/12"	23	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2000"	"2000"	"Jan., 2000"	"2000/01"	18	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2000"	"2000"	"Feb., 2000"	"2000/02"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2000"	"2000"	"Mar., 2000"	"2000/03"	21	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2000"	"2000"	"Apr., 2000"	"2000/04"	28	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2000"	"2000"	"May, 2000"	"2000/05"	29	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2000"	"2000"	"Jun., 2000"	"2000/06"	23	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2000"	"2000"	"Jul., 2000"	"2000/07"	23	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2000"	"2000"	"Aug., 2000"	"2000/08"	27	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2000"	"2000"	"Sep., 2000"	"2000/09"	16	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2000"	"2000"	"Oct., 2000"	"2000/10"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2000"	"2000"	"Nov., 2000"	"2000/11"	24	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2000"	"2000"	"Dec., 2000"	"2000/12"	28	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2001"	"2001"	"Jan., 2001"	"2001/01"	19	Not Applicable	Not Applicable
	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"2001"	"2001"	"Feb., 2001"	"2001/02"	21	Not Applicable	Not Applicable
