"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2016","Homicide Injury","2013","635","9898982","6.41","6.7050108876407"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2016","Homicide Injury","2014","589","9916306","5.94","6.20456974011914"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2016","Homicide Injury","2015","597","9922576","6.02","6.41521607088178"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2016","Homicide Injury","2016","624","9928300","6.29","6.59736020441619"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2016","Homicide Injury","","12035","179562081","6.7","."
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2016","Homicide Injury","1999","139","4873481","2.85","2.78559778479506"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2016","Homicide Injury","2000","139","4933787","2.82","2.79764565757409"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2016","Homicide Injury","2001","127","4982813","2.55","2.53714231105103"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2016","Homicide Injury","2002","127","5017458","2.53","2.51311290824181"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2016","Homicide Injury","2003","130","5047862","2.58","2.52828824600147"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2016","Homicide Injury","2004","134","5079344","2.64","2.62230459683028"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2016","Homicide Injury","2005","139","5106560","2.72","2.66661725252454"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2016","Homicide Injury","2006","128","5148346","2.49","2.44124470661026"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2016","Homicide Injury","2007","120","5191206","2.31","2.28383633585858"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2016","Homicide Injury","2008","128","5230567","2.45","2.49398253960397"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2016","Homicide Injury","2009","93","5266214","1.77","1.77684654131529"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2016","Homicide Injury","2010","112","5303925","2.11","2.13084109583652"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2016","Homicide Injury","2011","103","5348562","1.93","1.9472754528796"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2016","Homicide Injury","2012","105","5380285","1.95","1.95841493708666"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2016","Homicide Injury","2013","131","5418521","2.42","2.46101547004407"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2016","Homicide Injury","2014","101","5457125","1.85","1.93211446053333"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2016","Homicide Injury","2015","147","5489594","2.68","2.78370250829448"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2016","Homicide Injury","2016","129","5519952","2.34","2.39439503636762"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2016","Homicide Injury","","2232","93795602","2.38","."
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2016","Homicide Injury","1999","312","2828412","11.03","10.9300197126466"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2016","Homicide Injury","2000","312","2848293","10.95","10.8959860740365"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2016","Homicide Injury","2001","326","2853313","11.43","11.3796262145686"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2016","Homicide Injury","2002","305","2858643","10.67","10.7834267507447"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2016","Homicide Injury","2003","304","2867678","10.6","10.619830125743"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2016","Homicide Injury","2004","283","2886006","9.81","9.86460770797624"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2016","Homicide Injury","2005","254","2900116","8.76","8.97481991512273"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2016","Homicide Injury","2006","318","2897150","10.98","11.0372213893913"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2016","Homicide Injury","2007","286","2921723","9.79","9.78867224582971"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2016","Homicide Injury","2008","330","2940212","11.22","11.2377548463386"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2016","Homicide Injury","2009","275","2951996","9.32","9.44755515278209"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2016","Homicide Injury","2010","284","2967299","9.57","9.74226179693827"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2016","Homicide Injury","2011","312","2978162","10.48","10.6864178799362"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2016","Homicide Injury","2012","293","2984945","9.82","10.166372494216"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2016","Homicide Injury","2013","291","2990482","9.73","9.9251070503836"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2016","Homicide Injury","2014","332","2993443","11.09","11.3403559127245"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2016","Homicide Injury","2015","325","2992333","10.86","11.1649775482779"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2016","Homicide Injury","2016","345","2988726","11.54","11.9967095409837"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2016","Homicide Injury","","5487","52648932","10.42","."
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2016","Homicide Injury","1999","385","5561950","6.92","6.96294526976157"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2016","Homicide Injury","2000","398","5605868","7.1","7.16105017097646"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2016","Homicide Injury","2001","437","5643986","7.74","7.77608476307177"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2016","Homicide Injury","2002","366","5680852","6.44","6.49621400318465"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2016","Homicide Injury","2003","323","5714847","5.65","5.70305995575334"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2016","Homicide Injury","2004","369","5758444","6.41","6.38459114355764"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2016","Homicide Injury","2005","417","5806639","7.18","7.26163174208379"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2016","Homicide Injury","2006","412","5861572","7.03","7.1109347754913"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2016","Homicide Injury","2007","384","5909824","6.5","6.55433689808826"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2016","Homicide Injury","2008","482","5956335","8.09","8.24826534576592"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2016","Homicide Injury","2009","428","5987580","7.15","7.27143532189202"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2016","Homicide Injury","2010","438","5988924","7.31","7.43626913683191"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2016","Homicide Injury","2011","419","6010717","6.97","7.19785886093195"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2016","Homicide Injury","2012","424","6025415","7.04","7.27731551625489"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2016","Homicide Injury","2013","392","6042711","6.49","6.74354520626324"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2016","Homicide Injury","2014","441","6063827","7.27","7.53268906352355"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2016","Homicide Injury","2015","547","6083672","8.99","9.49880577183466"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2016","Homicide Injury","2016","570","6093000","9.35","9.85961933569629"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2016","Homicide Injury","","7632","105796163","7.21","."
"Both Sexes","All Races","Montana","Both","All Ages","1999","2016","Homicide Injury","1999","33","897511","3.68","3.799135675271"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2016","Homicide Injury","2000","35","903283","3.87","3.98713615138656"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2016","Homicide Injury","2001","32","905873","3.53","3.64933540340141"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2016","Homicide Injury","2002","23","909868","2.53","2.54454351271734"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2016","Homicide Injury","2003","37","916750","4.04","4.25429495142051"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2016","Homicide Injury","2004","25","925887","2.7","2.73969854701422"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2016","Homicide Injury","2005","33","934801","3.53","3.35105307364188"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2016","Homicide Injury","2006","35","946230","3.7","3.76190307359344"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2016","Homicide Injury","2007","24","957225","2.51","2.42601159591469"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2016","Homicide Injury","2008","40","968035","4.13","4.41747679954589"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2016","Homicide Injury","2009","35","974989","3.59","4.00217387797018"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2016","Homicide Injury","2010","30","989417","3.03","3.08426413034915"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2016","Homicide Injury","2011","27","997821","2.71","2.83922566244378"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2016","Homicide Injury","2012","24","1005196","2.39","2.34265971904643"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2016","Homicide Injury","2013","33","1014314","3.25","3.69462246476711"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2016","Homicide Injury","2014","30","1023252","2.93","2.88167657848454"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2016","Homicide Injury","2015","38","1032949","3.68","3.96663160154424"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2016","Homicide Injury","2016","42","1042520","4.03","4.30022206445863"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2016","Homicide Injury","","576","17345921","3.32","."
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2016","Homicide Injury","1999","61","1704765","3.58","3.53136223465412"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2016","Homicide Injury","2000","64","1713194","3.74","3.69168764987573"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2016","Homicide Injury","2001","44","1717948","2.56","2.59049568608634"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2016","Homicide Injury","2002","50","1725083","2.9","2.92615607308475"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2016","Homicide Injury","2003","63","1733680","3.63","3.64110138171275"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2016","Homicide Injury","2004","39","1742184","2.24","2.17880541196101"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2016","Homicide Injury","2005","44","1751721","2.51","2.5392310198334"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2016","Homicide Injury","2006","55","1760435","3.12","3.07039894470681"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2016","Homicide Injury","2007","71","1769912","4.01","4.17658265297998"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2016","Homicide Injury","2008","78","1781949","4.38","4.31416131109881"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2016","Homicide Injury","2009","48","1796619","2.67","2.73745604324164"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2016","Homicide Injury","2010","60","1826341","3.29","3.37002093857951"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2016","Homicide Injury","2011","67","1842283","3.64","3.84126479278687"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2016","Homicide Injury","2012","64","1855725","3.45","3.55989183535868"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2016","Homicide Injury","2013","75","1868559","4.01","4.0343284988401"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2016","Homicide Injury","2014","63","1882980","3.35","3.38898487152729"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2016","Homicide Injury","2015","75","1896190","3.96","4.01421334222517"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2016","Homicide Injury","2016","60","1907116","3.15","3.33773619445872"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2016","Homicide Injury","","1081","32276684","3.35","."
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2016","Homicide Injury","1999","167","1934719","8.63","8.62526912444905"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2016","Homicide Injury","2000","134","2018244","6.64","6.57888501782457"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2016","Homicide Injury","2001","175","2094509","8.36","8.36120002670372"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2016","Homicide Injury","2002","175","2166214","8.08","8.01545134809247"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2016","Homicide Injury","2003","183","2236949","8.18","8.08739765517112"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2016","Homicide Injury","2004","186","2328703","7.99","7.89384948375789"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2016","Homicide Injury","2005","190","2408804","7.89","7.86566175267845"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2016","Homicide Injury","2006","219","2493405","8.78","8.91212068186857"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2016","Homicide Injury","2007","188","2567752","7.32","7.296185608166"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2016","Homicide Injury","2008","161","2615772","6.15","6.11411440931174"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2016","Homicide Injury","2009","153","2643085","5.79","5.88326982529512"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2016","Homicide Injury","2010","164","2700552","6.07","6.08896159264039"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2016","Homicide Injury","2011","130","2718379","4.78","4.84670349699866"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2016","Homicide Injury","2012","123","2752565","4.47","4.53226970956565"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2016","Homicide Injury","2013","151","2786464","5.42","5.37801818214746"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2016","Homicide Injury","2014","176","2838281","6.2","6.28459745971908"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2016","Homicide Injury","2015","191","2890845","6.61","6.68695156749991"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2016","Homicide Injury","2016","211","2940058","7.18","7.35853417324956"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2016","Homicide Injury","","3077","45135300","6.82","."
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2016","Homicide Injury","1999","21","1222015","1.72","1.76098060587955"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2016","Homicide Injury","2000","15","1240361","1.21","1.19477315432439"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2016","Homicide Injury","2001","28","1256879","2.23","2.21233717551067"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2016","Homicide Injury","2002","P","1271163",".","."
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2016","Homicide Injury","2003","20","1281871","1.56","1.57853077707702"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2016","Homicide Injury","2004","23","1292766","1.78","1.69202022273782"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2016","Homicide Injury","2005","19","1301415","1.46","1.44599275801976"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2016","Homicide Injury","2006","20","1311894","1.52","1.58096077312058"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2016","Homicide Injury","2007","14","1317343","1.06","1.00749018868851"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2016","Homicide Injury","2008","22","1321872","1.66","1.59749284556078"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2016","Homicide Injury","2009","15","1324575","1.13","1.11722226278282"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2016","Homicide Injury","2010","19","1316469","1.44","1.45220911537755"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2016","Homicide Injury","2011","22","1318473","1.67","1.7382650722259"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2016","Homicide Injury","2012","16","1321182","1.21","1.12191124199622"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2016","Homicide Injury","2013","22","1322687","1.66","1.66283545225249"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2016","Homicide Injury","2014","17","1327996","1.28","1.28677701869599"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2016","Homicide Injury","2015","18","1330608","1.35","1.44288113325784"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2016","Homicide Injury","2016","18","1334795","1.35","1.26349390464418"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2016","Homicide Injury","","S","23414364",".","."
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2016","Homicide Injury","1999","298","8359593","3.56","3.60404843430243"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2016","Homicide Injury","2000","320","8430913","3.8","3.86622498711514"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2016","Homicide Injury","2001","1051","8489469","12.38","12.2314343501158"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2016","Homicide Injury","2002","333","8544115","3.9","3.97648082053535"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2016","Homicide Injury","2003","423","8583481","4.93","5.10926656734888"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2016","Homicide Injury","2004","405","8611530","4.7","4.87533527644045"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2016","Homicide Injury","2005","427","8621837","4.95","5.15982394367749"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2016","Homicide Injury","2006","449","8623721","5.21","5.42982439217922"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2016","Homicide Injury","2007","403","8636043","4.67","4.86963347765233"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2016","Homicide Injury","2008","377","8663398","4.35","4.49259871137774"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2016","Homicide Injury","2009","328","8707739","3.77","3.88307547874934"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2016","Homicide Injury","2010","388","8791898","4.41","4.62958000501286"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2016","Homicide Injury","2011","413","8841243","4.67","4.92802334713742"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2016","Homicide Injury","2012","405","8873211","4.56","4.79219781650407"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2016","Homicide Injury","2013","419","8899162","4.71","4.86751830405831"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2016","Homicide Injury","2014","372","8938844","4.16","4.4025194890445"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2016","Homicide Injury","2015","388","8958013","4.33","4.50288667283347"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2016","Homicide Injury","2016","395","8944469","4.42","4.6065595990705"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2016","Homicide Injury","","7594","156518679","4.85","."
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2016","Homicide Injury","1999","167","1808082","9.24","9.23743121063557"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2016","Homicide Injury","2000","160","1820704","8.79","8.76601995359097"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2016","Homicide Injury","2001","130","1828809","7.11","7.11376893372325"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2016","Homicide Injury","2002","161","1850035","8.7","8.73312165021912"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2016","Homicide Injury","2003","164","1869683","8.77","8.81687500667211"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2016","Homicide Injury","2004","173","1891829","9.14","9.16942470132763"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2016","Homicide Injury","2005","152","1916538","7.93","7.967982726746"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2016","Homicide Injury","2006","135","1942608","6.95","7.01497352744613"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2016","Homicide Injury","2007","160","1968731","8.13","8.18169210916636"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2016","Homicide Injury","2008","151","1986763","7.6","7.81710436837914"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2016","Homicide Injury","2009","175","2009671","8.71","8.85816850377114"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2016","Homicide Injury","2010","152","2059180","7.38","7.57757189987025"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2016","Homicide Injury","2011","148","2077756","7.12","7.54220994489976"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2016","Homicide Injury","2012","133","2083784","6.38","6.62839356779692"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2016","Homicide Injury","2013","135","2085193","6.47","6.67502033314787"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2016","Homicide Injury","2014","135","2085567","6.47","6.78469041111136"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2016","Homicide Injury","2015","157","2085109","7.53","7.93546883782519"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2016","Homicide Injury","2016","185","2081015","8.89","9.47316466106515"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2016","Homicide Injury","","2773","35451057","7.82","."
"Both Sexes","All Races","New York","Both","All Ages","1999","2016","Homicide Injury","1999","969","18882726","5.13","5.07033543256527"
"Both Sexes","All Races","New York","Both","All Ages","1999","2016","Homicide Injury","2000","991","18998429","5.22","5.17002847204276"
"Both Sexes","All Races","New York","Both","All Ages","1999","2016","Homicide Injury","2001","2818","19088978","14.76","14.5568566968164"
"Both Sexes","All Races","New York","Both","All Ages","1999","2016","Homicide Injury","2002","929","19161873","4.85","4.81494948982923"
"Both Sexes","All Races","New York","Both","All Ages","1999","2016","Homicide Injury","2003","963","19231101","5.01","4.99347196299094"
"Both Sexes","All Races","New York","Both","All Ages","1999","2016","Homicide Injury","2004","860","19297933","4.46","4.44056184710272"
"Both Sexes","All Races","New York","Both","All Ages","1999","2016","Homicide Injury","2005","901","19330891","4.66","4.65835748847064"
"Both Sexes","All Races","New York","Both","All Ages","1999","2016","Homicide Injury","2006","962","19356564","4.97","4.96159911081113"
"Both Sexes","All Races","New York","Both","All Ages","1999","2016","Homicide Injury","2007","840","19422777","4.32","4.35827868630162"
"Both Sexes","All Races","New York","Both","All Ages","1999","2016","Homicide Injury","2008","882","19467789","4.53","4.55685712603391"
"Both Sexes","All Races","New York","Both","All Ages","1999","2016","Homicide Injury","2009","840","19541453","4.3","4.29161164934607"
"Both Sexes","All Races","New York","Both","All Ages","1999","2016","Homicide Injury","2010","898","19378104","4.63","4.56613836912623"
"Both Sexes","All Races","New York","Both","All Ages","1999","2016","Homicide Injury","2011","830","19519529","4.25","4.19509317835746"
"Both Sexes","All Races","New York","Both","All Ages","1999","2016","Homicide Injury","2012","730","19602769","3.72","3.68147795945283"
"Both Sexes","All Races","New York","Both","All Ages","1999","2016","Homicide Injury","2013","686","19673546","3.49","3.43301359519242"
"Both Sexes","All Races","New York","Both","All Ages","1999","2016","Homicide Injury","2014","662","19748858","3.35","3.32253166858144"
"Both Sexes","All Races","New York","Both","All Ages","1999","2016","Homicide Injury","2015","671","19795791","3.39","3.36709680785556"
"Both Sexes","All Races","New York","Both","All Ages","1999","2016","Homicide Injury","2016","696","19745289","3.52","3.54853298729176"
"Both Sexes","All Races","New York","Both","All Ages","1999","2016","Homicide Injury","","17128","349244400","4.9","."
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2016","Homicide Injury","1999","651","7949362","8.19","7.92554625077001"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2016","Homicide Injury","2000","657","8078824","8.13","7.90679942245898"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2016","Homicide Injury","2001","599","8203451","7.3","7.10238427370638"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2016","Homicide Injury","2002","644","8316617","7.74","7.56990194240973"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2016","Homicide Injury","2003","598","8416451","7.11","6.97930085257909"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2016","Homicide Injury","2004","613","8531283","7.19","7.09306271224896"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2016","Homicide Injury","2005","661","8669452","7.62","7.56568160182867"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2016","Homicide Injury","2006","622","8866977","7.01","6.99037734369393"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2016","Homicide Injury","2007","674","9064074","7.44","7.43799734146027"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2016","Homicide Injury","2008","668","9247134","7.22","7.21246869891904"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2016","Homicide Injury","2009","565","9380884","6.02","6.04110000975416"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2016","Homicide Injury","2010","539","9535471","5.65","5.66702645788233"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2016","Homicide Injury","2011","532","9650963","5.51","5.583645557721"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2016","Homicide Injury","2012","567","9746175","5.82","5.86236084778447"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2016","Homicide Injury","2013","563","9841590","5.72","5.8173052533642"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2016","Homicide Injury","2014","551","9940387","5.54","5.57269684496255"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2016","Homicide Injury","2015","593","10042802","5.9","6.09151970506462"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2016","Homicide Injury","2016","735","10146788","7.24","7.38611300797238"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2016","Homicide Injury","","11032","163628685","6.74","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2016","Homicide Injury","1999","13","644259","2.02","2.0803154440373"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2016","Homicide Injury","2000","12","641183","1.87","1.9936905415099"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2016","Homicide Injury","2001","P","636267",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2016","Homicide Injury","2002","P","633617",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2016","Homicide Injury","2003","12","632809","1.9","1.80075232231254"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2016","Homicide Injury","2004","11","636303","1.73","1.82834219403563"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2016","Homicide Injury","2005","11","635365","1.73","1.73428038868601"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2016","Homicide Injury","2006","11","636771","1.73","1.66536790981571"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2016","Homicide Injury","2007","14","638202","2.19","2.15867740777295"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2016","Homicide Injury","2008","P","641421",".","."
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2016","Homicide Injury","2009","14","646844","2.16","2.47938509287695"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2016","Homicide Injury","2010","14","672591","2.08","1.9378484381426"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2016","Homicide Injury","2011","17","685476","2.48","2.62229983427526"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2016","Homicide Injury","2012","16","702087","2.28","2.26416795703058"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2016","Homicide Injury","2013","13","724019","1.8","1.75935297199882"
