"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2016","Homicide Injury","2014","339","8328098","4.07","4.05626647915954"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2016","Homicide Injury","2015","374","8382993","4.46","4.43855708181769"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2016","Homicide Injury","2016","455","8411808","5.41","5.48226346629596"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2016","Homicide Injury","","7257","139719334","5.19","."
"Both Sexes","All Races","Washington","Both","All Ages","1999","2016","Homicide Injury","1999","190","5842565","3.25","3.21628767145914"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2016","Homicide Injury","2000","200","5911104","3.38","3.34574967600378"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2016","Homicide Injury","2001","195","5987785","3.26","3.22030553523277"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2016","Homicide Injury","2002","213","6056187","3.52","3.46783371941828"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2016","Homicide Injury","2003","219","6113262","3.58","3.52355822018218"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2016","Homicide Injury","2004","217","6184289","3.51","3.48873735388717"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2016","Homicide Injury","2005","231","6261282","3.69","3.62305596016896"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2016","Homicide Injury","2006","221","6372243","3.47","3.41527148339634"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2016","Homicide Injury","2007","201","6464979","3.11","3.09125346509751"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2016","Homicide Injury","2008","224","6566073","3.41","3.38787908570037"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2016","Homicide Injury","2009","193","6664195","2.9","2.86549500607115"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2016","Homicide Injury","2010","180","6724543","2.68","2.67618348916174"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2016","Homicide Injury","2011","180","6822520","2.64","2.64055180112274"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2016","Homicide Injury","2012","227","6895226","3.29","3.28663865651453"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2016","Homicide Injury","2013","204","6968006","2.93","2.85430702668809"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2016","Homicide Injury","2014","211","7063166","2.99","3.02887040933383"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2016","Homicide Injury","2015","239","7170351","3.33","3.37115008692502"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2016","Homicide Injury","2016","216","7288000","2.96","2.92665287515234"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2016","Homicide Injury","","3761","117355776","3.2","."
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2016","Homicide Injury","1999","99","1811801","5.46","5.47739155787444"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2016","Homicide Injury","2000","80","1806977","4.43","4.4667352020317"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2016","Homicide Injury","2001","68","1798582","3.78","3.71407696270829"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2016","Homicide Injury","2002","95","1799411","5.28","5.43788649802303"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2016","Homicide Injury","2003","89","1802238","4.94","4.98164140883489"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2016","Homicide Injury","2004","79","1803302","4.38","4.44175868074725"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2016","Homicide Injury","2005","93","1803920","5.16","5.39760479667764"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2016","Homicide Injury","2006","97","1807237","5.37","5.51534158351268"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2016","Homicide Injury","2007","86","1811198","4.75","4.91385459634688"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2016","Homicide Injury","2008","70","1814873","3.86","3.96049134784406"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2016","Homicide Injury","2009","92","1819777","5.06","5.18706249881254"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2016","Homicide Injury","2010","86","1852999","4.64","5.02477230314763"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2016","Homicide Injury","2011","101","1854972","5.44","5.73149009353219"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2016","Homicide Injury","2012","103","1856560","5.55","5.95070341277259"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2016","Homicide Injury","2013","74","1853231","3.99","4.10896509780987"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2016","Homicide Injury","2014","103","1848751","5.57","5.91879868587587"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2016","Homicide Injury","2015","80","1844128","4.34","4.51613544225693"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2016","Homicide Injury","2016","108","1831102","5.9","6.26841711984939"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2016","Homicide Injury","","1603","32821059","4.88","."
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2016","Homicide Injury","1999","202","5332666","3.79","3.77811316822164"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2016","Homicide Injury","2000","174","5374133","3.24","3.22693910423232"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2016","Homicide Injury","2001","214","5408769","3.96","3.95517469309828"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2016","Homicide Injury","2002","191","5446766","3.51","3.51709726828298"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2016","Homicide Injury","2003","195","5476796","3.56","3.54970183148348"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2016","Homicide Injury","2004","151","5511385","2.74","2.73761515833264"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2016","Homicide Injury","2005","236","5541443","4.26","4.27189019540482"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2016","Homicide Injury","2006","194","5571680","3.48","3.43605464711738"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2016","Homicide Injury","2007","202","5601571","3.61","3.61649621326002"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2016","Homicide Injury","2008","153","5627610","2.72","2.80065364205821"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2016","Homicide Injury","2009","162","5654774","2.86","2.95530295513421"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2016","Homicide Injury","2010","159","5686986","2.8","2.81279835138233"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2016","Homicide Injury","2011","148","5709640","2.59","2.73072027765438"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2016","Homicide Injury","2012","187","5726177","3.27","3.47283130902397"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2016","Homicide Injury","2013","176","5742854","3.06","3.1563057421964"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2016","Homicide Injury","2014","166","5759432","2.88","2.9717536890195"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2016","Homicide Injury","2015","243","5771337","4.21","4.44875083294019"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2016","Homicide Injury","2016","256","5778708","4.43","4.752647403482"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2016","Homicide Injury","","3409","100722727","3.38","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2016","Homicide Injury","1999","13","491780","2.64","2.68380825690008"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2016","Homicide Injury","2000","10","493963","2.02","2.16911020666722"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2016","Homicide Injury","2001","16","492982","3.25","3.25542203032719"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2016","Homicide Injury","2002","23","497069","4.63","4.67600073618673"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2016","Homicide Injury","2003","16","499189","3.21","3.1500321320113"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2016","Homicide Injury","2004","19","502988","3.78","3.79487575611848"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2016","Homicide Injury","2005","16","506242","3.16","3.16820260197097"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2016","Homicide Injury","2006","P","512841",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2016","Homicide Injury","2007","17","523414","3.25","3.45940596480133"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2016","Homicide Injury","2008","18","532981","3.38","3.48695214315233"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2016","Homicide Injury","2009","17","544270","3.12","3.14440728575044"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2016","Homicide Injury","2010","P","563626",".","."
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2016","Homicide Injury","2011","23","567725","4.05","4.18672093284904"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2016","Homicide Injury","2012","20","576765","3.47","3.54168059063833"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2016","Homicide Injury","2013","17","582684","2.92","2.96465154107595"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2016","Homicide Injury","2014","24","584304","4.11","4.40209824301958"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2016","Homicide Injury","2015","17","586107","2.9","2.89118489038179"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2016","Homicide Injury","2016","17","585501","2.9","3.0442539713765"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2016","Homicide Injury","","301","9644431","3.12","."
"Both Sexes","All Races","","Both","All Ages","1999","2016","Homicide Injury","","S","5438845342",".","."
